cluster_id,face_count,main_speaker,avg_confidence,avg_blur_score,time_span_start,time_span_end,dialogue_lines
267,1,Dr. Derek Shepherd,0.0,14.673308396119454,1771.7965,1771.7965,[np.int64(556)]
268,1,Unknown,0.0,12.28887216863791,1791.025,1791.025,[np.int64(558)]
269,4,Dr. Preston Burke,0.0,12.24745388735486,1856.652,1891.4,"[np.int64(560), np.int64(563), np.int64(566), np.int64(571)]"
270,1,Intern,0.0,10.592633075483198,1875.2745,1875.2745,[np.int64(565)]
271,3,Dr. Preston Burke,0.0,28.96483191793979,1883.277,1893.432,"[np.int64(568), np.int64(569), np.int64(572)]"
272,1,Unknown,0.0,7.998325963290687,1926.598,1926.598,[np.int64(577)]
273,2,Unknown,0.0,13.852970340992321,1935.0555,1943.4985000000001,"[np.int64(580), np.int64(584)]"
274,1,Unknown,0.0,12.642076899913405,1937.5055,1937.5055,[np.int64(581)]
276,6,Unknown,0.0,11.391796015603111,1967.6305,1999.6435000000001,"[np.int64(587), np.int64(588), np.int64(589), np.int64(592), np.int64(595), np.int64(596)]"
277,1,Unknown,0.0,9.199440591351465,1967.6305,1967.6305,[np.int64(587)]
278,1,Unknown,0.0,8.176751557624407,1977.3519999999999,1977.3519999999999,[np.int64(589)]
279,1,Unknown,0.0,8.430823287968476,1996.239,1996.239,[np.int64(595)]
280,1,Unknown,0.0,6.785811872869132,1999.6435000000001,1999.6435000000001,[np.int64(596)]
281,1,Unknown,0.0,10.541221005928781,2031.0135,2031.0135,[np.int64(597)]
282,1,Unknown,0.0,13.870064681116174,2039.8629999999998,2039.8629999999998,[np.int64(600)]
283,2,Unknown,0.0,9.439198331915735,2048.7725,2050.7105,"[np.int64(603), np.int64(604)]"
284,1,Unknown,0.0,14.959677671194994,2080.4905,2080.4905,[np.int64(609)]
286,1,Unknown,0.0,15.64101470592477,2094.946,2094.946,[np.int64(613)]
287,2,Unknown,0.0,16.518003912570926,2110.6715,2113.6965,"[np.int64(617), np.int64(618)]"
288,2,Unknown,0.0,16.46966844540678,2117.203,2124.1475,"[np.int64(619), np.int64(621)]"
289,1,Unknown,0.0,10.67315058249023,2147.42,2147.42,[np.int64(626)]
290,1,Unknown,0.0,7.53251682346933,2155.4445,2155.4445,[np.int64(629)]
291,1,Unknown,0.0,13.893162786859186,2164.3535,2164.3535,[np.int64(632)]
292,1,Unknown,0.0,14.877774086359521,2208.8845,2208.8845,[np.int64(643)]
293,1,Unknown,0.0,5.136593617635837,2217.0564999999997,2217.0564999999997,[np.int64(645)]
294,1,Unknown,0.0,25.540007542999362,2307.293,2307.293,[np.int64(653)]
295,1,Unknown,0.0,15.647941982612938,2310.5085,2310.5085,[np.int64(654)]
296,9,Dr. Meredith Grey,0.0,12.746317392157888,2397.607,2457.1255,"[np.int64(667), np.int64(668), np.int64(669), np.int64(670), np.int64(671), np.int64(672), np.int64(676), np.int64(679), np.int64(680)]"
297,2,Unknown,0.0,9.247440164898386,2425.7065000000002,2437.218,"[np.int64(673), np.int64(675)]"
298,1,Unknown,0.0,11.059617993855353,2432.0575,2432.0575,[np.int64(674)]
299,1,Unknown,0.0,8.149585287995052,2446.2955,2446.2955,[np.int64(677)]
300,1,Dr. Meredith Grey,0.0,17.39739196848428,2468.753,2468.753,[np.int64(684)]
301,1,Dr. Meredith Grey,0.0,7.299750537680099,2484.1775,2484.1775,[np.int64(688)]
302,4,Dr. Ellis Grey,0.0,6.384450746440204,2486.2235,2530.0654999999997,"[np.int64(689), np.int64(692), np.int64(698), np.int64(699)]"
